book,text,label
OOP_s_pom_ Python.pdf,Версия(-и) Python и установка    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   20,1
OOP_s_pom_ Python.pdf,Как я объясняю ООП?    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   22,1
OOP_s_pom_ Python.pdf,Структура книги   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   23,1
OOP_s_pom_ Python.pdf,Среды разработки    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   26,1
OOP_s_pom_ Python.pdf,Виджеты и примеры игр    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   26,1
OOP_s_pom_ Python.pdf,Часть I. Введение в объектно- ориентированное ,1
OOP_s_pom_ Python.pdf,программирование ,1
OOP_s_pom_ Python.pdf,29,1
OOP_s_pom_ Python.pdf,1. Процедурные примеры Python   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   31,1
OOP_s_pom_ Python.pdf,Карточная игра «Больше- меньше»    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   32,1
OOP_s_pom_ Python.pdf,Представление данных    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   32,1
OOP_s_pom_ Python.pdf,Реализация     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   33,1
OOP_s_pom_ Python.pdf,Повторное использование кода    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   35,1
OOP_s_pom_ Python.pdf,Моделирование банковского счета    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   36,1
OOP_s_pom_ Python.pdf,Анализ необходимых операций и данных    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   36,1
OOP_s_pom_ Python.pdf,Реализация 1. Одна учетная запись без функций    . . . . . . . . . . . . . . . . . . . . .   37,1
OOP_s_pom_ Python.pdf,Реализация 2. Одна учетная запись с функциями    . . . . . . . . . . . . . . . . . . . . .   39,1
OOP_s_pom_ Python.pdf,Реализация 3. Два счета    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   42,1
OOP_s_pom_ Python.pdf,Реализация 4. Несколько счетов с использованием списков     . . . . . .   44,1
OOP_s_pom_ Python.pdf,Реализация 5. Список словарей учетных записей     . . . . . . . . . . . . . . . . . . . .   47,1
OOP_s_pom_ Python.pdf,Общие проблемы с процедурной реализацией    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   50,1
OOP_s_pom_ Python.pdf,Объектно- ориентированное решение —  первый взгляд на класс    . . . . . . . . . . . . . . .   51,1
OOP_s_pom_ Python.pdf,Выводы    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   52,1
OOP_s_pom_ Python.pdf,2. Моделирование физических объектов с помощью ,1
OOP_s_pom_ Python.pdf,объектно- ориентированного программирования   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   55,1
OOP_s_pom_ Python.pdf,Построение программных моделей физических объектов   . . . . . . . . . . . . . . . . . . . . . . . . .   56,1
OOP_s_pom_ Python.pdf,Состояние и поведение: пример выключателя освещения    . . . . . . . . . .   56,1
OOP_s_pom_ Python.pdf,Введение в классы и объекты    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   58,1
OOP_s_pom_ Python.pdf,"Классы, объекты и экземпляры     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   60",1
OOP_s_pom_ Python.pdf,Написание класса на Python    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   61,1
OOP_s_pom_ Python.pdf,10   Подробное содержание ,1
OOP_s_pom_ Python.pdf, Область видимости и переменные экземпляра    . . . . . . . . . . . . . . . . . . . . . . . . .   63,1
OOP_s_pom_ Python.pdf,Различия между функциями и методами    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   64,1
OOP_s_pom_ Python.pdf,Создание объекта из класса    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   66,1
OOP_s_pom_ Python.pdf,Вызов методов объекта    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   66,1
OOP_s_pom_ Python.pdf,Создание нескольких экземпляров из одного класса    . . . . . . . . . . . . . . . .   67,1
OOP_s_pom_ Python.pdf,Типы данных Python реализованы как классы     . . . . . . . . . . . . . . . . . . . . . . . . . .   69,1
OOP_s_pom_ Python.pdf,Определение объекта   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   70,1
OOP_s_pom_ Python.pdf,Создание несколько более сложного класса    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   70,1
OOP_s_pom_ Python.pdf,Представление более сложного физического объекта как класса    . . . . . . . . . . . . . .   73,1
OOP_s_pom_ Python.pdf,Передача аргументов методу    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   79,1
OOP_s_pom_ Python.pdf,Несколько экземпляров   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   81,1
OOP_s_pom_ Python.pdf,Параметры инициализации    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   83,1
OOP_s_pom_ Python.pdf,Использование классов    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   85,1
OOP_s_pom_ Python.pdf,ООП как решение    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   86,1
OOP_s_pom_ Python.pdf,Выводы    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   86,1
OOP_s_pom_ Python.pdf,3. Мысленные модели объектов и значение self   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   89,1
OOP_s_pom_ Python.pdf,Повторный обзор класса DimmerSwitch    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   90,1
OOP_s_pom_ Python.pdf,Высокоуровневая мысленная модель № 1   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   91,1
OOP_s_pom_ Python.pdf,Более глубокая мысленная модель № 2    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   92,1
OOP_s_pom_ Python.pdf,В чем смысл слова «self»?     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   95,1
OOP_s_pom_ Python.pdf,Выводы    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   99,1
OOP_s_pom_ Python.pdf,4. Управление несколькими объектами   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   101,1
OOP_s_pom_ Python.pdf,Класс банковского счета     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   101,1
OOP_s_pom_ Python.pdf,Импорт кода класса    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   105,1
OOP_s_pom_ Python.pdf,Создание тестового кода    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   107,1
OOP_s_pom_ Python.pdf,Создание нескольких учетных записей    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   107,1
OOP_s_pom_ Python.pdf,Несколько объектов учетной записи в списке    . . . . . . . . . . . . . . . . . . . . . . . . .   110,1
OOP_s_pom_ Python.pdf,Несколько объектов с уникальными идентификаторами    . . . . . . . . . .   112,1
OOP_s_pom_ Python.pdf,Создание интерактивного меню    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   115,1
OOP_s_pom_ Python.pdf,Создание объекта диспетчера объектов    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   118,1
OOP_s_pom_ Python.pdf,Создание объекта диспетчера объектов    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   120,1
OOP_s_pom_ Python.pdf,"Основной код, создающий объект диспетчера объектов     . . . . . . . . .   123",1
OOP_s_pom_ Python.pdf,Лучшая обработка ошибок с исключениями     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   125,1
OOP_s_pom_ Python.pdf,try и except    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   125,1
OOP_s_pom_ Python.pdf,Инструкция raise и пользовательские исключения     . . . . . . . . . . . . . . . . . .   126,1
OOP_s_pom_ Python.pdf,Использование исключений в нашей банковской программе    . . . . . . . . . . . . . . . . . .   128,1
OOP_s_pom_ Python.pdf,Класс счета с исключениями    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   128,1
OOP_s_pom_ Python.pdf,Оптимизированный класс банка    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   130,1
OOP_s_pom_ Python.pdf,"Основной код, обрабатывающий исключения     . . . . . . . . . . . . . . . . . . . . . . .   132",1
OOP_s_pom_ Python.pdf,Вызов одного и того же метода для списка объектов     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   134,1
OOP_s_pom_ Python.pdf,Интерфейс по сравнению с реализацией     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   136,1
OOP_s_pom_ Python.pdf,Выводы    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   137,1
OOP_s_pom_ Python.pdf,Часть II. Графические пользовательские ,1
OOP_s_pom_ Python.pdf,интерфейсы с pygame ,1
OOP_s_pom_ Python.pdf,139,1
OOP_s_pom_ Python.pdf,5. Введение в pygame    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   141,1
OOP_s_pom_ Python.pdf,Устанавливаем Pygame     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   142,1
OOP_s_pom_ Python.pdf,Детали окон    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   143,1
OOP_s_pom_ Python.pdf,Система координат окна  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   144,1
OOP_s_pom_ Python.pdf,Цвета пикселей   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   147,1
OOP_s_pom_ Python.pdf,Подробное содержание    11,1
OOP_s_pom_ Python.pdf," Программы, управляемые событиями   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   148",1
OOP_s_pom_ Python.pdf,Используем Pygame    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   150,1
OOP_s_pom_ Python.pdf,Создаем пустое окно  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   151,1
OOP_s_pom_ Python.pdf,Рисуем изображение   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   155,1
OOP_s_pom_ Python.pdf,Обнаруживаем щелчок мыши    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   158,1
OOP_s_pom_ Python.pdf,Обрабатываем клавиатуру   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   161,1
OOP_s_pom_ Python.pdf,"Создаем анимацию, основанную на местоположении   . . . . . . . . . . . . .   167",1
OOP_s_pom_ Python.pdf,Используем rect pygame   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   169,1
OOP_s_pom_ Python.pdf,Воспроизводим звуки    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   173,1
OOP_s_pom_ Python.pdf,Воспроизводим звуковые эффекты   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   173,1
OOP_s_pom_ Python.pdf,Воспроизведение фоновой музыки    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   175,1
OOP_s_pom_ Python.pdf,Рисуем фигуры   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   176,1
OOP_s_pom_ Python.pdf,Справка по примитивным фигурам  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   179,1
OOP_s_pom_ Python.pdf,Выводы    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   181,1
OOP_s_pom_ Python.pdf,6. Объектно- ориентированный pygame   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   183,1
OOP_s_pom_ Python.pdf,Создаем заставку мяча с помощью Pygame   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   183,1
OOP_s_pom_ Python.pdf,Создаем класс Ball   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   184,1
OOP_s_pom_ Python.pdf,Используем класс Ball    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   186,1
OOP_s_pom_ Python.pdf,Создаем много объектов Ball   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   188,1
OOP_s_pom_ Python.pdf,"Создаем много, много объектов Ball   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   190",1
OOP_s_pom_ Python.pdf,Создаем многократно используемую ,1
OOP_s_pom_ Python.pdf,объектно- ориентированную кнопку   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   190,1
OOP_s_pom_ Python.pdf,Создаем класс кнопки     . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   191,1
OOP_s_pom_ Python.pdf,"Основной код, использующий SimpleButton   . . . . . . . . . . . . . . . . . . . . . . . . . . . .   194",1
OOP_s_pom_ Python.pdf,Создаем программу с несколькими кнопками   . . . . . . . . . . . . . . . . . . . . . . . . .   196,1
OOP_s_pom_ Python.pdf,Создаем многократно используемое отображение текста   . . . . . . . . . . . . . . . . . . . . . . .   197,1
OOP_s_pom_ Python.pdf,Шаги для отображения текста    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   198,1
OOP_s_pom_ Python.pdf,Создаем класс SimpleText    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   199,1
OOP_s_pom_ Python.pdf,Демоверсия Ball с SimpleText и SimpleButton   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   201,1
OOP_s_pom_ Python.pdf,Сравнение интерфейса и реализации   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   203,1
OOP_s_pom_ Python.pdf,Обратные вызовы   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   204,1
OOP_s_pom_ Python.pdf,Создаем обратный вызов   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   205,1
OOP_s_pom_ Python.pdf,Используем обратный вызов с SimpleButton   . . . . . . . . . . . . . . . . . . . . . . . . . . . .   206,1
OOP_s_pom_ Python.pdf,Выводы    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   209,1
OOP_s_pom_ Python.pdf,7. Виджеты pygame GUI    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   211,1
OOP_s_pom_ Python.pdf,Передаем аргументы функции или методу   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   212,1
OOP_s_pom_ Python.pdf,Позиционные параметры и параметры ключевых слов    . . . . . . . . . . . .   213,1
OOP_s_pom_ Python.pdf,Дополнительные примечания к параметрам ключевых слов   . . . . .   214,1
OOP_s_pom_ Python.pdf,Используем None в качестве значения по умолчанию   . . . . . . . . . . . . .   216,1
OOP_s_pom_ Python.pdf,Выбираем ключевые слова и значения по умолчанию  . . . . . . . . . . . . . .   217,1
OOP_s_pom_ Python.pdf,Значения по умолчанию в виджетах GUI    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   218,1
OOP_s_pom_ Python.pdf,Пакет pygwidgets    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   218,1
OOP_s_pom_ Python.pdf,Установка    . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   219,1
OOP_s_pom_ Python.pdf,Общий подход к разработке   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   220,1
OOP_s_pom_ Python.pdf,Добавляем изображение   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   221,1
OOP_s_pom_ Python.pdf,"Добавляем кнопки, флажки и переключатели   . . . . . . . . . . . . . . . . . . . . . . . . .   222",1
OOP_s_pom_ Python.pdf,Вывод и ввод текста   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   226,1
OOP_s_pom_ Python.pdf,Другие классы pygwidgets   . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .   229,1
